SN,Category,Group,Code,Activity Name ,Third Party,When,Risk Rating,Industry Risk,DNFBP,Notes,Description,Related Business Activities,Generated Keywords,,,,,
2106,Art,,9312.81,Football Club,General Authority of Sports (GAS),PRE,Low,,,,"Includes sport clubs licensed by competent authorities and which accommodate sport facilities for playing football, and is play in local, regional and international competitions with amateur or professional athletes.",-,"football club, soccer team, sports club, football academy, amateur football, professional soccer, athletic association, football training",,,,,
2107,Art,,9312.82,Basketball Training,General Authority of Sports (GAS),PRE,Low,,,,"Includes firms specialized in the instruction of basketball, whether inside the firm’s own facility or elsewhere, it involves the operation of courts to allow for exercising such sport.",-,"basketball training, basketball coaching, hoops training, basketball skills development, basketball classes, youth basketball programs, basketball clinics, sports training",,,,,
2108,Art,,9312.83,Tennis Training Services,General Authority of Sports (GAS),PRE,Low,,,,"Includes firms specialized in the instruction of tennis, whether inside the firm’s own facility or elsewhere, It involves the operation of the equipped sports facilities to allow for exercising such sport.",-,"Sports Training, tennis , Sports Coach, Coach",,,,,
2109,Art,,9312.84,Polo Club,General Authority of Sports (GAS),PRE,Low,,,,"Includes firms specialized in the instruction of polo, whether inside the firm’s own facility or elsewhere, It involves the operation of fields to allow for exercising such sport.",-,"polo club, polo training, learn polo, polo lessons, equestrian sports, polo instruction, polo facility, horseback polo",,,,,
2110,Art,,9312.85,Parachuting Club,General Authority of Sports (GAS),PRE,Low,,,,"Includes firms specialized in the theoretical and practical instructio, parachuting,  It involves the operation of facilities that allow for exercising such sports..",-,"parachuting club, skydiving, jump training, parachute instruction, skydiving lessons, aerial sports, freefall experience, skydiving facility",,,,,
2111,Art,,9312.86,Diving & Snorkeling Club,The Dubai Maritime Authority (DMA),PRE,Low,,,,"Includes firms specialized in the training of diving, whether inside the firm’s own facility or elsewhere, It involves the operation of the equipped sports facilities to allow for exercising these sports.",-,"diving club, snorkeling academy, underwater exploration, scuba diving training, marine adventure, water sports facility, ocean activities, diving lessons",,,,,
2112,Art,,9312.87,Swimming Training Services,Dubai Sports Council (DSC),PRE,Low,,,,"Includes sports institutions dedicated to swimming training through applying the latest theoretical and practical techniques to  optimizing sporting performance and qualify sportsmen for regional and international sport excellence, the process involves emphasizing the physical, skills improving, knowledge and psychological aspects, these firms should set up the facilities that enable conducting the training. ",-,"swimming lessons, swim training, swimming classes, aquatic coaching, swim instruction, water safety training, competitive swimming coaching, personalized swim programs",,,,,
2113,Art,,9312.88,Gymnastics Club,General Authority of Sports (GAS),PRE,Low,,,,"Includes firms specialized in the instruction of gymnastics, whether inside the firm’s own facility or elsewhere, It involves the operation of gymnastics arena to allow for exercising such sport.",-,"gymnastics club, gymnastics classes, gymnastics training, gymnastics lessons, gymnastics instruction, tumbling classes, aerial gymnastics, gymnastics academy",,,,,
2114,Art,,9312.9,Shooting Training,Dubai Sports Council (DSC),PRE,Low,,,,"Includes firms specialized in the instruction of shooting using various types of ranged weapons, whether inside the firm’s own facility or elsewhere, It involves the operation of the equipped sports facilities to allow for exercising such sports",-,"shooting training, firearm instruction, marksmanship courses, shooting lessons, range training, weapon handling classes, shooting sports education, gun safety training",,,,,
2115,Art,,9312.91,Squash Training,Dubai Sports Council (DSC),PRE,Low,,,,"Includes firms specialized in the instruction of squash, whether inside the firm’s own facility or elsewhere, it involves the operation of courts to allow for exercising such sport.",-,"squash lessons, squash coaching, squash classes, learn squash, squash training sessions, squash clinics, squash instruction, squash workshops",,,,,
2116,Art,,9312.92,Rugby Football Training,Dubai Sports Council (DSC),PRE,Low,,,,"Includes firms specialized in the instruction of rugby football, whether inside the firm’s own facility or elsewhere, It involves the operation of the equipped sports facilities to allow for exercising such sports.",-,"rugby training, rugby coaching, rugby lessons, rugby football classes, sports training, rugby practice, rugby instruction, learn rugby",,,,,
2117,Art,,9312.93,Volleyball Training,Dubai Sports Council (DSC),PRE,Low,,,,"Includes firms specialized in the instruction of volleyball, whether inside the firm’s own facility or elsewhere, it involves the operation of courts to allow for exercising such sport.",-,"volleyball coaching, volleyball lessons, volleyball training sessions, volleyball academy, beach volleyball training, volleyball skill development, youth volleyball training, volleyball clinics",,,,,
2118,Art,,9312.94,Jiu Jitsu Club,General Authority of Sports (GAS),PRE,Low,,,,"Includes firms specialized in the instruction of Jiu jitsu, whether inside the firm’s own facility or elsewhere, it involves the operation of courts to allow for exercising such sport.",-,"jiu jitsu, jiu jitsu training, martial arts classes, Brazilian jiu jitsu, self-defense classes, grappling instruction, jiu jitsu academy, jiu jitsu lessons",,,,,
2119,Art,,9312.95,Ping Pong Training,Dubai Sports Council (DSC),PRE,Low,,,,"Includes firms specialized in the instruction of ping pong, whether inside the firm’s own facility or elsewhere, it involves the operation of courts to allow for exercising such sport.",-,"ping pong lessons, table tennis coaching, ping pong classes, table tennis training, learn ping pong, ping pong workshops, table tennis instruction, ping pong academy",,,,,
2120,Art,,9312.96,Baseball Training,Dubai Sports Council (DSC),PRE,Low,,,,"Includes firms specialized in the instruction of baseball, whether inside the firm’s own facility or elsewhere, it involves the operation of courts to allow for exercising such sport.",-,"baseball training, baseball lessons, youth baseball coaching, baseball instruction, baseball camps, sports training, baseball clinics, baseball skills development",,,,,
2121,Art,,9312.97,Badminton Training,Dubai Sports Council (DSC),PRE,Low,,,,"Includes firms specialized in the instruction of badminton, whether inside the firm’s own facility or elsewhere, it involves the operation of courts to allow for exercising such sport.",-,"badminton lessons, badminton coaching, badminton training sessions, learn badminton, badminton classes, sports training, badminton academy, badminton instruction",,,,,
2122,Art,,9312.98,American Football Training,Dubai Sports Council (DSC),PRE,Low,,,,"Includes firms specialized in the instruction of American football , whether inside the firm’s own facility or elsewhere, It involves the operation of the equipped sports facilities to allow for exercising such sports",-,"American football training, football coaching, sports training, football skills development, youth football camps, NFL training, football practice sessions, athletic training",,,,,
2123,Art,,9312.99,Aviation Club,Dubai Civil Aviation Authority (DCAA),PRE,Low,,,,"Includes firms aim at promoting aeronautical sciences and to encourage the participation of members practice sky sports and leisure flying such as gliding, paramotoring, remote-controlled aircrafts operation, parachuting. ",-,"aviation club, sky sports, leisure flying, gliding, paramotoring, remote-controlled aircraft, parachuting, aeronautical activities",,,,,
2124,Art,,9319,Other Sports Activities,Dubai Sports Council (DSC),PRE,Low,,,,,-,"sports activities, recreational sports, alternative sports, sport events, fitness activities, outdoor sports, team sports, unique sports",,,,,
2125,Art,,9319.01,"Producers Or Promoters Of Sports Events, With Or Without Facilities",Dubai Sports Council (DSC),PRE,Low,,,,,-,"sports event organizers, sports promoters, event management for sports, sports event production, athletic event planners, sports marketing, sports festival organizers, event promotion for sports",,,,,
2126,Art,,9319.02,"Individual Own-Account Sportsmen And Athletes, Referees, Judges, Timekeepers Etc.",Dubai Sports Council (DSC),PRE,Low,,,,,-,"sports professional, athlete services, individual sportsmen, refereeing services, judging and officiating, timekeeping services, sports coaching, personal trainer",,,,,
2127,Art,,9319.03,Sports Leagues And Regulating Bodies,Dubai Sports Council (DSC),PRE,Low,,,,,-,"sports leagues, sports organizations, athletic associations, sports governing bodies, league management, competitive sports, sports regulation, amateur sports agencies",,,,,
2128,Art,,9319.04,Activities Related To Promotion Of Sporting Events,Dubai Sports Council (DSC),PRE,Low,,,,,-,"sports event promotion, sporting event marketing, event management for sports, sports advertising, athletic event promotion, sports marketing services, promotional activities for sports, sports event planning",,,,,
2129,Art,,9319.05,Racing Garages,,N/A,Low,,,,,-,"racing garage, motorsport workshop, car racing services, performance tuning, auto racing facility, racing vehicle storage, motorsport maintenance, race car preparation",,,,,
2130,Art,,9319.07,Mountain Guides,,N/A,Low,,,,,-,"mountain guiding, adventure guides, outdoor guides, hiking tours, trekking services, mountaineering experts, nature excursions, alpine guides",,,,,
2131,Art,,9319.12,Sports Consultancy,Dubai Sports Council (DSC),PRE,Low,,,,,-,"sports consultancy, sports management, athletic consulting, sports advisory, performance coaching, sports strategy, sports business services, sports experts",,,,,
2132,Art,,9319.98,Players' Agent,Dubai Sports Council (DSC),PRE,Low,,,,"Includes firms licensed by the competent local and international sport authorities to act as sports agent, including promoting and marketing athletes’ careers and securing them the best deals, negotiating employment, contract signing with clubs and sponsors, generally, to represent and look after the athletes’ interests before local and international sport authorities.   ",-,"sports agent, athlete representation, player management, sports marketing, contract negotiation, sports career promotion, athlete agent services, sports representation",,,,,
2133,Art,,9319.99,Sports Broker,Dubai Sports Council (DSC),PRE,Low,,,,,-,"sports broker, sports agency, athlete representation, sports management, sports marketing, talent agency, sports consulting, sports agent",,,,,
2134,Art,932,9320,Amusement Parks And Theme Parks,Security Industry Regulatory Agency (SIRA),PRE,Low,,,,"This group includes the activities of a wide range of units that operate facilities or provide 
services to meet the varied recreational interests of their patrons, including the operation 
of a variety of attractions, such as mechanical rides, water rides, games, shows, theme 
exhibits and picnic grounds",-,"amusement parks, theme parks, funfair, entertainment parks, rides and attractions, family entertainment, recreational facilities, amusement attractions",,,,,
2135,Art,,9321,Other Amusement And Recreation Activities N.E.C,Security Industry Regulatory Agency (SIRA),PRE,Low,,,,,-,"amusement activities, recreational services, fun experiences, entertainment options, leisure activities, creative recreation, unique amusement experiences, engaging activities",,,,,
2136,Art,,9321.01,"Amusement Parks Or Theme Parks, Including The Operation Of A Variety Of Attractions, Such As Mechanical Rides, Water Rides, Games, Shows, Theme Exhibits And Picnic Grounds",Security Industry Regulatory Agency (SIRA),PRE,Low,,,,,-,"amusement park, theme park, funfair, rides and attractions, water slides, entertainment park, family fun center, adventure park",,,,,
2137,Art,,9321.95,Recreational Playground,,N/A,Low,,,,"Includes firms that equip arenas for entertainment activities such as inflatable games, cracker & smash games, electric cars, swings, sliding platforms, water games, horse shows, and others.",-,"recreational playground, inflatable games, amusement equipment, entertainment arenas, kids play area, fun activities, outdoor games, family entertainment",,,,,
2138,Art,,9321.96,Camels & Horses Hiring,,N/A,Low,,,,Includes offering camels and horses for riding in live events.  ,-,"camel rental, horse riding, equestrian events, camel hire, horse hire, riding experiences, live event animals, horseback adventures",,,,,
2139,Art,,9321.98,Recreation Services For People Of Determination,,N/A,Low,,,,,-,"recreational activities for people with disabilities, inclusive recreation services, adaptive sports programs, accessible art workshops, creative activities for special needs, leisure services for people of determination, therapeutic recreation, disability-friendly recreation",,,,,
2140,Art,,9321.99,Kids Amusement Arcade,,N/A,Low,,,,"Includes halls equipped with facilities for entertaining children of different age categories, , such firms are allowed to sell the activity-related materials in non-commercial quantities",-,"kids arcade, children's amusement center, fun zone, play area for kids, arcade games for children, family entertainment arcade, kids gaming zone, amusement games for kids",,,,,
2141,Art,,9329,Other Amusement And Recreation Activities N.E.C.,,N/A,Low,,,,,-,"amusement activities, recreational services, fun experiences, entertainment activities, leisure pursuits, creative recreation, unique amusements, adventure experiences",,,,,
2142,Art,,9329.01,"Recreation Parks, Beaches, Including Renting Of Facilities Such As Bathhouses, Lockers, Chairs Etc.",,N/A,Low,,,,,-,"recreation parks, beach rentals, facility rentals, bathhouse services, locker rentals, beach chairs, outdoor recreation, leisure facilities",,,,,
2143,Art,,9329.02,"Operation Of Recreational Transport Facilities, E.G. Marinas",The Dubai Maritime Authority (DMA),PRE,Low,,,,,-,"marina operation, recreational boating, boat rental services, yacht facilities, water sports center, marina management, dock services, marine recreation",,,,,
2144,Art,,9329.03,Operation Of Ski Hills,Dubai Sports Council (DSC),PRE,Low,,,,,-,"ski hill operation, ski resort management, ski slope services, winter sports facility, ski area administration, snow sports operations, ski park management, alpine resort services",,,,,
2145,Art,,9329.04,Renting Of Leisure And Pleasure Equipment As An Integral Part Of Recreational Facilities,,N/A,Low,,,,,-,"leisure equipment rental, recreational gear hire, pleasure equipment leasing, fun equipment rentals, outdoor activity rentals, adventure gear rental, sports equipment hire, entertainment gear leasing",,,,,
2146,Art,,9329.05,Operation Of Fairs And Shows Of A Recreational Nature,,N/A,Low,,,,,-,"fairs and shows, event organization, recreational events, entertainment exhibitions, fun fairs, cultural shows, festival management, amusement events",,,,,
2147,Art,,9329.06,Operation Of Discotheques And Dance Floors,,N/A,Low,,,,,-,"discotheque, dance floor, nightclub, dance club, party venue, nightlife entertainment, clubbing, dance events",,,,,
2148,Art,,9329.07,Operation (Exploitation) Of Coin-Operated Games,,N/A,Low,,,,,-,"coin-operated games, arcade machines, gaming entertainment, amusement games, coin pusher, video game operation, arcade gaming, entertainment centers",,,,,
2149,Art,,9329.08,Other Amusement And Recreation Activities (Except Amusement Parks And Theme Parks) Not Elsewhere Classified,,N/A,Low,,,,,-,"amusement activities, recreational activities, entertainment services, fun experiences, leisure activities, creative entertainment, unique recreation, arts and crafts activities",,,,,
2150,Art,,9329.09,"Producers Or Entrepreneurs Of Live Events Other Than Arts Or Sports Events, With Or Without Facilities",,N/A,Low,,,,,-,"event production, live event planning, event management services, corporate events, experiential marketing, event organizers, audience engagement events, event coordination",,,,,
2151,Art,,9329.92,Ski Dome,General Sports Authority (GAS),PRE,Low,,,,"Includes a winter sports complex in a dome like structure to house an artificial snow - making system , it contains slopes, ski areas, children winter village,indoor skiing training, as well as skiing requisites rental.",-,"ski dome, indoor skiing, snow sports complex, winter sports center, artificial snow park, ski rental, ski lessons, winter wonderland",,,,,
2152,Art,,9329.93,Electronic Games Arcade,,N/A,Low,,,,,-,"arcade games, video game arcade, gaming center, electronic gaming, arcade entertainment, play video games, gaming lounge, fun arcade",,,,,
2153,Art,,9329.95,Recreational Services,,N/A,Low,,,,"Includes firms that operate arenas, halls, or playgrounds for various types of recreational activities.",-,"recreational activities, entertainment services, sports facilities, community centers, leisure services, arena rentals, playground management, event spaces",,,,,
2154,Art,,9329.96,Marina Management,The Dubai Maritime Authority (DMA),PRE,Low,,,,"Includes firms engaged in different marina services, involving, lease of boat berthing, security and cleaning, water and electricity provision, TV, Tel and internet connections for boats and a shop for boat, fishing and diving equipment.",-,"marina services, boat management, yacht harbor, dock rental, boat slip leasing, marina facilities, waterfront services, vessel maintenance",,,,,
2155,Art,,9329.97,Balloon Operation & Maintenance,Dubai Civil Aviation Authority (DCAA),PRE,Low,,,,"Includes firms operating balloons for recreation. A balloon can either be fixed by wires to a tourist site, or can be flying rendering short trips at altitudes and routes permitted by the authorities in charge of  air traffic. Balloons must meet the safety requirements set by the concerned authorities. Firms can not attain this prior to obtaining the required approvals from the General Aviation Authorities and Civil Aviation Department.",-,"balloon rides, hot air ballooning, balloon flights, aerial balloon tours, balloon adventure, recreational balloon operation, balloon maintenance, scenic balloon trips",,,,,
2156,Art,,9329.99,Picnics & Camping Organizing,,N/A,Low,,,,"Includes firms which organize outdoor picnics and seating and recreational camps by providing different supplies such as tents and sheds, caravan trailers, mobile bathrooms, the barbecue, lighting and air-conditioning, it involves also operation of campgrounds for horse and camel races and desert rallies, this does not involve overnight stay, it is required that these firms obtain the required permits regarding the camping place from the competent department of the municipality. ",-,"picnic organizing, camping events, outdoor picnic services, recreational camping, tent rental, picnic planning, campsite setup, barbecue catering",,,,,
2157,Services,949,9490,Other Membership Organizations,,N/A,Low,,,,"This group includes the activities of units (except business and employers organizations, 
professional organizations, trade unions) that promote the interests of their members.",-,"membership organizations, member services, community associations, interest groups, advocacy organizations, member engagement, nonprofit organizations, clubs and societies",,,,,
2158,Services,,9499.06,"Associations For The Pursuit Of A Cultural Or Recreational Activity Or Hobby (Other Than Sports Or Games), E.G. Poetry, Literature And Book Clubs, Historical Clubs, Gardening Clubs, Film And Photo Clubs, Music And Art Clubs, Craft And Collectors’ Clubs, Social Clubs, Carnival Clubs Etc.",,N/A,Low,,,,,-,"cultural clubs, hobby groups, art clubs, book clubs, social gatherings, film clubs, gardening societies, music appreciation groups",,,,,
2159,Services,951,9510,Repair Of Computers And Communication Equipment,,N/A,Low,,,,"This group includes the repair and maintenance of computers and peripheral equipment 
and communications equipment.",-,"computer repair, laptop repair, IT services, tech support, electronics repair, computer maintenance, device troubleshooting, communication equipment repair",,,,,
2160,Services,,9511,Repair Of Computers And Peripheral Equipment,,N/A,Low,,,,,-,"computer repair, laptop service, PC troubleshooting, hardware fixing, tech support, IT repair services, computer maintenance, peripheral equipment repair",,,,,
2161,Services,,9511.01,"Repair And Maintenance Of:
 • Desktop Computers
 • Laptop Computers
 • Magnetic Disk Drives, Flash Drives And Other Storage Devices
 • Optical Disk Drives (Cd-Rw, Cd-Rom, Dvd-Rom, Dvd-Rw)
 • Printers
 • Monitors
 • Keyboards
 • Mice, Joysticks And Trackball Accessories
 • Internal And External Computer Modems
 • Dedicated Computer Terminals
 • Computer Servers
 • Scanners, Including Bar Code Scanners
 • Smart Card Readers
 • Virtual Reality Helmets
 • Computer Projectors",,N/A,Low,,,,,-,"computer repair, laptop maintenance, desktop service, printer repair, monitor fixing, data recovery service, hardware troubleshooting, tech support",,,,,
2162,Services,,9511.02,"Repair And Maintenance Of:
 • Computer Terminals Like Automatic Teller Machines (Atm’S); Point-Of-Sale (Pos) Terminals, Not Mechanically Operated
 • Hand-Held Computers (Pda’S)",,N/A,Low,,,,,-,"ATM repair, POS terminal maintenance, handheld computer servicing, PDA repair, electronic device maintenance, cash machine service, terminal repair services, point-of-sale support",,,,,
2163,Services,,9511.99,Computer Repair & Maintenance,,N/A,Low,,,,,-,"computer repair, laptop maintenance, PC service, computer troubleshooting, tech support, device repair, computer servicing, laptop repair",,,,,
2164,Services,,9512,Repair Of Communication Equipment,,N/A,Low,,,,,-,"communication equipment repair, telecom equipment fixing, phone repair service, communication device maintenance, electronics repair, network equipment servicing, telecommunication repair service, repair of communication devices",,,,,
2165,Services,,9512.01,"Repair And Maintenance Of Communications Equipment Such As: 
 • Cordless Telephones
 • Cellular Phones
 • Carrier Equipment Modems
 • Fax Machines
 • Communications Transmission Equipment (E.G. Routers, Bridges, Modems)
 • Two-Way Radios
 • Commercial Tv And Video Cameras",,N/A,Low,,,,,-,"communications equipment repair, phone repair service, fax machine maintenance, router repair, modem servicing, two-way radio repair, cordless phone fixing, video camera maintenance",,,,,
2166,Services,,9512.98,Telecommunications Equipment Repair,,N/A,Low,,,,"Includes firms repair telephone, telex, fax sets and telecommunications equipment and systems, land satellite stations, receivers, transmitters and wireless equipment.",-,"telecommunications equipment repair, telecom repair services, phone repair, fax machine repair, satellite equipment servicing, wireless device repair, telecommunication system maintenance, telecom equipment troubleshooting",,,,,
2167,Services,,9512.99,Mobile Phone Repair,,N/A,Low,,,,"Includes firms engaged in cellular mobile phones maintenance and repair, including reconditioning, screen replacement, antenna, phone housing, water damaged phones and damaged parts change.",-,"mobile phone repair, cell phone fixing, smartphone repair, phone screen replacement, mobile device servicing, phone repair services, broken phone repair, mobile phone maintenance",,,,,
2168,Services,952,9520,Repair Of Personal And Household Goods,,N/A,Low,,,,,-,"household repairs, personal item repair, appliance repair, furniture fixing, home repair services, electronics repair, gadgets repair, home maintenance",,,,,
2169,Services,,9521,Repair Of Consumer Electronics,,N/A,Low,,,,This group includes the repair and servicing of personal and household goods.,-,"electronics repair, gadget fixing, appliance servicing, device repair, consumer electronics service, electronic device troubleshooting, home electronics repair, tech repair services",,,,,
2170,Services,,9521.01,"Repair And Maintenance Of Consumer Electronics:
 • Television, Radio Receivers
 • Video Cassette Recorders (Vcr)
 • Cd Players
 • Household-Type Video Cameras",,N/A,Low,,,,,-,"electronics repair, consumer electronics service, TV repair, radio receiver maintenance, VCR servicing, CD player repair, video camera maintenance, household electronics troubleshooting",,,,,
2171,Services,,9521.97,Electronic Instruments Devices & Equipment Repair,,N/A,Low,,,,,-,"electronic repair, device repair, equipment servicing, electronics troubleshooting, instrument maintenance, gadget repair, electronic device fixing, tech repair services",,,,,
2172,Services,,9521.98,Antennas Installation & Repair,,N/A,Low,,,,,-,"antenna installation, antenna repair, satellite dish installation, TV antenna setup, wireless antenna services, antenna fixing, signal booster installation, antenna technician",,,,,
2173,Services,,9521.99,Mobile Phone Upgrading Services,,N/A,Low,,,,"Includes upgrading operating systems in cellular mobile phones, as well as performing modification on the basic software. The modifications cover installing anti-virus programs, reinforcing transmission systems, handling programming related malfunctions, such as screen vanishing, decoding code number, data updating, phone programming to match the transmission system, phone adjustment.",-,"mobile phone upgrade, phone software update, cellular upgrade services, smartphone modification, OS upgrade service, phone programming, mobile device enhancement, phone troubleshooting",,,,,
2174,Services,,9522,Repair Of Household Appliances And Home And Garden Equipment,,N/A,Low,,,,,-,"appliance repair, home appliance service, garden equipment repair, household repair services, appliance fixing, home repairs, equipment servicing, electrical appliance maintenance",,,,,
2175,Services,,9522.01,"Repair And Servicing Of Household Appliances
 • Refrigerators, Stoves, Washing Machines, Clothes Dryers, Room Air Conditioners, Etc.",,N/A,Low,,,,,-,"appliance repair, household appliance servicing, refrigerator repair, washing machine repair, stove service, dryer repair, air conditioner maintenance, home appliance fixing",,,,,
2176,Services,,9522.02,"Repair And Servicing Of Home And Garden Equipment 
 • Lawnmowers, Edgers, Snowand Leafblowers, Trimmers, Etc.",,N/A,Low,,,,,-,"home equipment repair, garden equipment servicing, lawnmower repair, trimmer maintenance, leaf blower service, garden tool repair, lawn care equipment fix, outdoor equipment servicing",,,,,
2177,Services,,9522.98,Electric Household Appliances Repair & Maintenance,,N/A,Low,,,,,-,"appliance repair, home appliance service, electrical appliance maintenance, appliance fixing, household electronics repair, appliance troubleshooting, domestic appliance service, electric device repair",,,,,
2178,Services,,9522.99,Cookers & Cook Stove Repair,,N/A,Low,,,,,-,"cook stove repair, cooker fixing, stove service, appliance repair, kitchen appliance maintenance, gas cooker repair, electric stove repair, cooker troubleshooting",,,,,
2179,Services,,9523,Repair Of Footwear And Leather Goods,,N/A,Low,,,,,-,"shoe repair, leather goods repair, footwear restoration, shoe cobbler, leather repair services, fix shoes, mend leather items, footwear maintenance",,,,,
2180,Services,,9523.01,"Repair And Maintenance Of Footwear:
 • Shoes, Boots Etc.",,N/A,Low,,,,,-,"shoe repair, footwear maintenance, boot fixing, shoe cleaning, leather repair, cobbler services, sneaker restoration, shoe restoration",,,,,
2181,Services,,9523.02,Fitting Of Heels,,N/A,Low,,,,,-,"heel fitting, shoe repair, heel replacement, footwear alterations, shoe service, custom heel fitting, shoe modification, heel adjustment",,,,,
2182,Services,,9523.03,"Repair And Maintenance Of Leather Goods:
 • Luggage And The Like",,N/A,Low,,,,,-,"leather goods repair, luggage repair, leather maintenance, handbag restoration, suitcase fixing, leather cleaning services, leather accessory repair, travel bag maintenance",,,,,
2183,Services,,9523.98,Shoe Repair,,N/A,Low,,,,,-,"shoe repair, shoe fixing, footwear repair, boot repair, sneaker restoration, leather repair, cobbler services, shoe restoration",,,,,
2184,Services,,9523.99,Leather & Similar Products Repair,,N/A,Low,,,,,-,"leather repair, leather restoration, handbag repair, shoe repair, upholstery repair, leather cleaning, leather goods fixing, leather alteration",,,,,
2185,Services,,9524,Repair Of Furniture And Home Furnishings,,N/A,Low,,,,,-,"furniture repair, home furnishings restoration, upholstery repair, furniture restoration, furniture fixing, home decor repair, furniture maintenance, repair services for furniture",,,,,
2186,Services,,9524.01,"Reupholstering, Refinishing, Repairing And Restoring Of Furniture And Home Furnishings Including Office Furniture",,N/A,Low,,,,,-,"furniture reupholstery, furniture refinishing, furniture repair services, furniture restoration, office furniture repair, upholstery services, home furnishings restoration, custom furniture upholstery",,,,,
2187,Services,,9524.02,Assembly Of Self-Standing Furniture,,N/A,Low,,,,,-,"furniture assembly, self-standing furniture setup, furniture installation service, home furniture assembly, assemble furniture, flat-pack furniture assembly, furniture mounting service, DIY furniture assembly assistance",,,,,
2188,Services,,9524.97,Curtains Preparing & Fixing,,N/A,Low,,,,Includes preparing all kinds of curtains and fixing in different facilities.,-,"curtain installation, curtain fixing, drapery services, window treatment installation, custom curtains, curtain preparation, home curtains, professional curtain service",,,,,
2189,Services,,9524.98,Furniture Upholstery,,N/A,Low,,,,"Includes providing furniture, especially seats with padding, springs, webbing, and fabric and leather covers.",-,"furniture upholstery, upholstery service, reupholster furniture, furniture repair, seat upholstery, custom upholstery, fabric recovery, leather upholstery",,,,,
2190,Services,,9529,Repair Of Other Personal And Household Goods,,N/A,Low,,,,,-,"household goods repair, personal item fixing, appliance repair, home repair services, furniture restoration, fix household items, repair services for personal goods, small appliance service",,,,,
2191,Services,,9529.01,Repair Of Bicycles,,N/A,Low,,,,,-,"bicycle repair, bike servicing, cycle maintenance, bicycle fixing, bike shop, bicycle tune-up, bicycle workshop, bike repair services",,,,,
2192,Services,,9529.02,Repair And Alteration Of Clothing,,N/A,Low,,,,,-,"clothing repair, garment alteration, tailor services, clothing alterations, dress repair, suit fitting, hemming service, custom tailoring",,,,,
2193,Services,,9529.03,Repair And Alteration Of Jewellery,,N/A,Low,,,,,-,"jewellery repair, jewelry alteration, ring resizing, necklace repair, bracelet fixing, custom jewelry services, gemstone replacement, jewelry cleaning",,,,,
2194,Services,,9529.04,"Repair Of Watches, Clocks And Their Parts Such As Watchcases And Housings Of All Materials; Movements, Chronometers, Etc.",,N/A,Low,,,,,-,"watch repair, clock fixing, timepiece restoration, watch servicing, chronometer maintenance, watch case repair, clock restoration service, movement repair",,,,,
2195,Services,,9529.05,Repair Of Sporting Goods (Except Sporting Guns),,N/A,Low,,,,,-,"sporting goods repair, sports equipment fixing, athletic gear maintenance, repair sports gear, sports equipment service, sporting goods restoration, sports equipment repair shop, fix athletic equipment",,,,,
2196,Services,,9529.06,Repair Of Books,,N/A,Low,,,,,-,"book repair, bookbinding services, restore books, book restoration, book maintenance, damaged book repair, professional book repair, book conservation",,,,,
2197,Services,,9529.07,Repair Of Musical Instruments,,N/A,Low,,,,,-,"musical instrument repair, instrument fixing, music equipment service, instrument restoration, guitar repair, piano tuning, audio equipment repair, music instrument maintenance",,,,,
2198,Services,,9529.08,Repair Of Toys And Similar Articles,,N/A,Low,,,,,-,"toy repair, toy fixing, broken toy service, children's toy repair, toy restoration, plaything repair, stuffed animal repair, repair toys",,,,,
2199,Services,,9529.1,Piano-Tuning,,N/A,Low,,,,,-,"piano tuning, piano tuner, piano adjustment, piano service, musical instrument tuning, piano maintenance, piano repair, tuning a piano",,,,,
2200,Services,,9529.9,Antiques & Rare Collections Repair,,N/A,Low,,,,,-,"antique repair, rare collections restoration, vintage item repair, collectible restoration, antique furniture repair, restoration services for antiques, repair services for rare collectibles, vintage antiques restoration",,,,,
2201,Services,,9529.91,Spectacles Repair,,N/A,Low,,,,,-,"spectacles repair, glasses repair, eyewear repair, frame fixing, lens replacement, optical repair services, broken glasses fix, eyewear maintenance",,,,,
2202,Services,,9529.92,"Knives, Scissors Repair & Sharpening",,N/A,Low,,,,,-,"knife sharpening, scissors repair, blade sharpening service, tool sharpening, knife repair service, scissor sharpening, cutlery maintenance, professional sharpening",,,,,
2203,Services,,9529.93,Gas Cylinders Testing & Repair,,N/A,Low,,,,,-,"gas cylinder testing, gas cylinder repair, cylinder pressure testing, gas cylinder inspection, gas bottle servicing, LPG cylinder maintenance, gas tank repair, gas cylinder safety check",,,,,
2204,Services,,9529.96,Locks Repair,,N/A,Low,,,,,-,"lock repair, locksmith services, key replacement, door lock fixing, emergency lockout service, lock installation, security lock repair, residential locksmith",,,,,
2205,Services,,9529.97,Key Duplicators,Dubai Police (DP),PRE,Low,,,,"Includes firms specialized in duplicating and handling the keys and locks for residential and commercial facilities, as well as car keys, keys for heavy duty locks.",-,"key duplication, key cutting, duplicate keys, locksmith services, residential key services, commercial key duplication, car key replacement, lock and key services",,,,,
2206,Services,,9529.98,Silversmith,,N/A,Low,,,,"Includes making of silversmiths’ articles, such as  brooches, earnings, necklaces, bracelets, rings from silver.",-,"silversmith services, custom silver jewelry, silver crafting, handmade silver pieces, silver jewelry design, bespoke silver items, silver brooches and rings, artisan silversmithing",,,,,
